"Invalid phone number.","The order cannot be completed due to an incorrect telephone number. Please correct and try again."
"Invalid country code.","The country code is not supported, please contact your online merchant."
"Unsupported country code.","The provided BIC is invalid."
"Invalid BIC.","The order cannot be completed due to an incorrect BIC (Bank Identifier Code). Please correct and try again."
"Only German addresses (DE) are supported.","The order cannot be completed due to an incorrect country code. The delivery/billing address must be in Germany. Please correct and try again."
"Product only supports German sender accounts.","We can only support German accounts. Please correct or try an alternative payment method."
"Invoice amount exceeds amount limit in factoring contract.","The total amount is too high. Please correct and try again."
"Invoice amount is lower than minimum amount defined in project settings.","The total amount is too small. Please correct and try again."
"Invalid tax, allowed values are: 7, 19.","Value for VAT is incorrect. Valid values: 0, 7, 19."
"Validation of given bank account and bank code failed.","The validation of the bank account and sort code failed."
"Maximum length of 255 characters exceeded.","The maximum number of 255 characters has been exceeded."
"Invalid items found.","The quer contained invalid cart items. Please correct or contact the online merchant."
"Payment not possible with this service.","Please enter at least the account holder and try again."
"Transaction with same data already created.","A transaction with the information you have submitted already exists."
"This service is currently only accessible by non-commercial customers.","Purchase on account is currently only available for private customers."
"Version Number","Version number"
"https://images.sofort.com/de/su/landing.php","https://images.sofort.com/en/su/landing.php"
"https://images.sofort.com/de/su/banner_150x200.png","https://images.sofort.com/en/su/banner_150x200.png"
"https://images.sofort.com/de/sl/logo_155x50.png","https://images.sofort.com/en/sl/logo_155x50.png"
"https://images.sofort.com/de/sl/banner_300x100.png","https://images.sofort.com/en/sl/banner_300x100.png"
"https://images.sofort.com/de/su/logo_155x50.png","https://images.sofort.com/en/su/logo_155x50.png"
"https://images.sofort.com/de/su/banner_400x100_ks.png","https://images.sofort.com/en/su/banner_400x100_ks.png"
"https://images.sofort.com/de/su/banner_300x100.png","https://images.sofort.com/en/su/banner_300x100.png"
"Kauf auf Rechnung not allowed for downloadable or virtual products","Virtual products cannot be paid by purchase on account."
"Successfully edit invoice.","Invoice successfully edited."
"Could not edit invoice.","Invoice cannot be edited."
"The invoice has been edit.","The invoice has been adjusted."
"quantity increase is not allowed","You cannot add more articles"
"price increase is not allowed","You cannot increase the price"
"your invoice amount will automatically be deducted from your your bank account.","Your bank account is debited automatically by direct debit"
"number","Invoice number"
"bank_holder","Account holder"
"bank_account_number","Account number"
"bank_code","Sort code"
"bank_name","Banks"
"reason","Reason"
"date","Invoice date"
"due_date","Due date"
"debitor_text","Text for the assignment of the claim"
"Amount increase not allowed","The invoiced amount must not exceed the original amount."
"Amount have to be positive","The invoice amount must be positive."
"Invoice will be canceled","Attention: The invoice will be cancelled completely."
"Old Amount:","Previous total amount:"
"New Amount:","New total amount:"
"Holding order status","Temporary order status (Define the status for orders which have not been paid yet.)"
"Confirmed order status","Confirmed order status (Define the status for orders which have been successfully completed by SOFORT Banking.)"
"Loss order status","Order status for non-payment (Define the status for orders which require a check.)"
"Refund order status","Order status for refund (Define the status for orders which have been refunded.)"
"Unconfirmed order status","Define the status for orders which need to be confirmed by the provider (to perform the purchase of receivables)."
"Confirmed invoice order status","Confirmed order status (Define the status for orders which have been confirmed by the provider.)"
"reason_help","Placeholder:<br/><ul><li>Order Nr.: {{ordernr}}</li><li>Customername: {{name}}</li><li>Date: {{date}}</li><li>Shopname: {{shopname}}</li><li>Transaction: {{transaction}}</li></ul>"

