"billpay_charged_fee_negative", "Gutgeschriebene Bestellgebühr darf nicht negativ sein"
"billpay_charged_fee_exceeded", "Gesamtbetrag der verbleibenden Bestellgebühr überschritten"
"billpay_sandbox_mode_info_text", "Achtung! Sie befinden sich im Sandbox-Modus:"
"billpay_test_mode_info_text", "Achtung! Sie befinden sich im Abnahme-Modus:"
"billpay_switch_live_info", "Informationen zur Liveschaltung"
"billpay_accept_terms", "Bitte bestätigen Sie die Billpay AGB und Datenschutzbestimmungen"
"billpay_button_back", "Zurück"
"billpay_button_next", "Weiter"
"billpay_button_data", "Eingabe Zahlungsdaten"
"billpay_rate_calculation_info1", "Ihre Zahlung in "
"billpay_rate_calculation_info2", " Raten"
"billpay_rate_calculation_info3", " Monate Laufzzeit"
"billpay_rate_calculation_total_value", "Gesamtsumme Ratenkauf"
"billpay_rate_calculation_interest_add", "Zinsaufschlag"
"billpay_rate_calculation_partial_price", "Gesamtsumme Ratenkauf"
"billpay_rate_calculation_divide_text", "Geteilt durch die Anzahl der Raten"
"billpay_rate_calculation_first_text", "Die erste Rate inkl. Gebühren beträgt"
"billpay_rate_calculation_single_text", "Jede folgende Rate beträgt"
"billpay_rate_calculation_please_enter", "Bitte geben Sie die gewünschte Laufzeit in Monaten ein:"
"billpay_rate_calculation_first_rate", "Die erste Rate inkl. Gebühren beträgt:"
"billpay_rate_calculation_follow_rate", "Jede folgende Rate beträgt:"
"billpay_rate_rates_text", "Raten"
"billpay_rate_details", "Finanzierungsdetails"
"billpay_rate_details_close", "Schließen"
"billpay_rate_included_tax", "Darin enth. Mwst."
"billpay_button_calculate_rates", "Raten berechnen"
"billpay_invalid_ratecount", "Bitte geben Sie einen gültigen Wert für die Anzahl der Raten ein"
"billpay_rate_calculation_anual_rate", "Effektiver Jahreszins"
"billpay_rat", "Ratenkauf"
"billpay_rate_debit_info", "Die fälligen Raten werden im Abstand von jeweils einem Monat von Ihrem Konto abgebucht."
"billpay_activated_successully", "Das Zahlungsziel wurde erfolgreich bei Billpay gestartet"
"billpay_cancelled_successully", "Die Bestellung wurde erfolgreich bei Billpay storniert"
"billpay_activated_days", "Tage"
"billpay_delayed_text", "Verzögerung der Lieferung (Billpay)"
"billpay_rate_info_overview", "Zahlungsbedingungen"
"billpay_rate_rate_text", "Raten"
"billpay_rate_for_text", "für"
"billpay_rat_info_text1_pdf", "Vielen Dank, dass Sie sich für die Zahlart Ratenkauf "
"billpay_rat_info_text1", "Vielen Dank, dass Sie sich für die Zahlart <strong>Ratenkauf</strong> "
"billpay_rat_info_text2", "entschieden haben. Die fälligen Beträge werden monatlich von "
"billpay_rat_info_text3", "dem bei der Bestellung angegebenen Konto abgebucht "
"billpay_rat_info_sample_text1", "Erste Rate zahlbar per Bankeinzug einen Monat nach Versanddatum, "
"billpay_rat_info_sample_text2", "darauffolgende Raten monatlich zahlbar per Bankeinzug an dem "
"billpay_rat_info_sample_text3", "entsprechenden Kalendertag des Folgemonats bzw. dem darauffolgenden "
"billpay_rat_info_sample_text4", "Tag (Beispiel: Versanddatum 19.9.2010, 1. Rate 19.10.2010, Folgeraten "
"billpay_rat_info_sample_text5", "jeweils am 19. des Folgemonats)."
"billpay_rat_due_text", "fällig am "
"billpay_rat_total_title", "Gesamtpreisberechnung"
"billpay_rate_terms_link", "AGB Ratenkauf"
"billpay_rate_step_text1", "Wählen Sie eine Anzahl Monatsraten und betätigen Sie den Button <i>Raten berechnen</i>"
"billpay_rate_step_text2", "Überprüfen Sie die Berechnung und fahren Sie mit der Eingabe Ihrer Daten fort"
"billpay_rate_step_text3", "Bitte geben Sie die Daten ein und fahren Sie anschließend im Bestellprozess fort."
"billpay_rat_one_rate", "Rate"
"billpay_rat_total_price_calculation", "Gesamtpreisberechnung"
"billpay_rat_sample_text", "* Erste Rate zahlbar einen Monat nach Versanddatum, darauffolgende Raten monatlich zahlbar an dem entsprechenden Kalendertag des Folgemonats bzw. dem darauffolgenden Tag (Beispiel: Versanddatum 19.9.2010, 1. Rate 19.10.2010, Folgeraten jeweils am 19. des Folgemonats)."
"billpay_cart_value", "Warenkorbwert"
"billpay_cart_specific_costs", "weitere Gebühren (z.B. Versandgebühr)"
"billpay_rate_transaction_fee", "Bearbeitungsgebühr"
"billpay_privacy_policy", "Datenschutzbestimmungen"
"billpay_rate_please_confirm1", "Hiermit bestätige ich die "
"billpay_rate_please_confirm2", "AGB"
"billpay_rate_please_confirm3", " und die "
"billpay_rate_please_confirm4", "Datenschutzbestimmungen"
"billpay_rate_please_confirm5", " für den Ratenkauf."
"billpay_rate_onepage_please_confirm1", "Mit der Übermittlung der für die Abwicklung des Ratenkaufs und einer Identitäts- und Bonitätsprüfung erforderlichen Daten an Billpay bin ich einverstanden."
"billpay_rate_onepage_please_confirm2", "Es gelten die "
"billpay_rate_onepage_please_confirm3", " und "
"please_confirm_sepa_rate", "Mit der Übermittlung der für die Abwicklung der Zahlung und einer Identitäts- und Bonitätsprüfung erforderlichen Daten an die <a href='https://www.billpay.de/endkunden' target='_blank'>Billpay GmbH</a> bin ich einverstanden. Es gelten die <a href='javascript:void(0)' onclick=showBillpayTermsPopup('%1$s')>AGB</a>, <a href='javascript:void(0)' onclick=showBillpayRateDetailsPopup('%2$s')>Zahlungsbedingungen</a> und <a href='javascript:void(0)' onclick=showBillpayPrivacyPopup('%3$s')>Datenschutzbestimmungen</a> von Billpay.<br/><br/>Ich erteile Billpay und der <a href='https://www.privatbank1891.com' target='_blank'>net-m privatbank 1891 AG</a> ein SEPA-Lastschriftmandat (<a href='#' class='bpy-btn-details'>Einzelheiten</a>) zur Einziehung fälliger Zahlungen und weise mein Geldinstitut an, die Lastschriften einzulösen."
"please_confirm_sepa_rate_aut", "Mit der Übermittlung der für die Abwicklung der Zahlung und einer Identitäts- und Bonitätsprüfung erforderlichen Daten an die <a href='https://www.billpay.de/endkunden' target='_blank'>Billpay GmbH</a> bin ich einverstanden. Es gelten die <a href='javascript:void(0)' onclick=showBillpayTermsPopup('%1$s')>AGB</a>, <a href='javascript:void(0)' onclick=showBillpayRateDetailsPopup('%2$s')>Zahlungsbedingungen</a> und <a href='javascript:void(0)' onclick=showBillpayPrivacyPopup('%3$s')>Datenschutzbestimmungen</a> von Billpay.<br/><br/>Ich erteile Billpay und der <a href='https://www.privatbank1891.com' target='_blank'>net-m privatbank 1891 AG</a> ein SEPA-Lastschriftmandat (<a href='#' class='bpy-btn-details'>Einzelheiten</a>) zur Einziehung fälliger Zahlungen und weise mein Geldinstitut an, die Lastschriften einzulösen."
"sepa_additional_information_text_rate", "Die Gläubiger-Identifikationsnummer von Billpay ist DE19ZZZ00000237180, die Gläubiger-Identifikationsnummer der net-m privatbank AG ist DE62ZZZ00000009232. Die Mandatsreferenznummer wird mir zu einem späteren Zeitpunkt per Email zusammen mit einer Vorlage für ein schriftliches Mandat mitgeteilt. Ich werde zusätzlich dieses schriftliche Mandat unterschreiben und an Billpay senden.<br/><br/>Hinweis: Ich kann innerhalb von acht Wochen, beginnend mit dem Belastungsdatum, die Erstattung des belasteten Betrages verlangen. Es gelten dabei die mit meinem Geldinstitut vereinbarten Bedingungen. Bitte beachten Sie, dass die fällige Forderung auch bei einer Rücklastschrift bestehen bleibt. Weitere Informationen finden Sie auf <a href='https://www.billpay.de/sepa' target='_blank'>https://www.billpay.de/sepa</a>."
"sepa_additional_information_text_rate_aut", "Die Gläubiger-Identifikationsnummer von Billpay ist DE19ZZZ00000237180, die Gläubiger-Identifikationsnummer der net-m privatbank AG ist DE62ZZZ00000009232. Die Mandatsreferenznummer wird mir zu einem späteren Zeitpunkt per Email zusammen mit einer Vorlage für ein schriftliches Mandat mitgeteilt. Ich werde zusätzlich dieses schriftliche Mandat unterschreiben und an Billpay senden.<br/><br/>Hinweis: Ich kann innerhalb von acht Wochen, beginnend mit dem Belastungsdatum, die Erstattung des belasteten Betrages verlangen. Es gelten dabei die mit meinem Geldinstitut vereinbarten Bedingungen. Bitte beachten Sie, dass die fällige Forderung auch bei einer Rücklastschrift bestehen bleibt. Weitere Informationen finden Sie auf <a href='https://www.billpay.de/sepa' target='_blank'>https://www.billpay.de/sepa</a>."
"billpay_order_cancelled", "Die Bestellung wurde storniert"
"billpay_phone", "Telefonnummer"
"billpay_rat_title", "Billpay Ratenkauf"
"billpay_business_ag", "AG (Aktiengesellschaft)"
"billpay_business_eg", "eG (eingetragene Genossenschaft)"
"billpay_business_ek", "EK (eingetragener Kaufmann)"
"billpay_business_ev", "e.V. (eingetragener Verein)"
"billpay_business_freelancer1", "Freiberufler"
"billpay_business_gbr", "GbR/BGB (Gesellschaft bürgerlichen Rechts)"
"billpay_business_gmbh", "GmbH (Gesellschaft mit beschränkter Haftung)"
"billpay_business_gmbh_ig", "GmbH in Gründung"
"billpay_business_gmbh_co_kg", "GmbH & Co. KG"
"billpay_business_freelancer2", "Handelsvertreter"
"billpay_business_kg", "KG (Kommanditgesellschaft)"
"billpay_business_freelancer3", "Kleingewerbetreibender"
"billpay_business_ltd", "Limited"
"billpay_business_ltd_co_kg", "Limited & Co. KG"
"billpay_business_ohg", "OHG (offene Handelsgesellschaft)"
"billpay_business_public_inst", "Öffentliche Einrichtung"
"billpay_business_misc_capital", "Sonstige Kapitalgesellschaft"
"billpay_business_misc", "Sonstige Personengesellschaft"
"billpay_business_foundation", "Stiftung"
"billpay_business_ug", "UG (Unternehmensgesellschaft haftungsbeschränkt)"
"billpay_salutation_mister", "Herr"
"billpay_salutation_miss", "Frau"
"billpay_month", "Monat"
"billpay_date", "Datum"
"billpay_amount", "Betrag"
"billpay_contained_tax", "Darin enth. Mwst."
"billpay_enter_company_data", "Bitte geben Sie Ihre Unternehmensdaten ein."
"billpay_company_name", "Firmenname"
"billpay_legal_form", "Rechtsform"
"billpay_salutation", "Anrede"
"billpay_register_number", "Handelsregisternummer"
"billpay_tax_number", "Umsatzsteuer-ID"
"billpay_holder_name", "Names des Inhabers"
"billpay_private_customer", "Privatkunde"
"billpay_business_customer", "Geschäftskunde"
"billpay_contact_person", "Kontaktperson"
"billpay_rat_rateplan_mail_info", "Sie haben sich für die Zahlung per Ratenkauf entschieden. Bitte beachten Sie, dass zusätzlich zu dem auf dieser Rechnung genannten Rechnungsbetrag weitere Kosten im Zusammenhang mit dem Teilzahlungsgeschäft (Ratenkauf) entstehen. Diese Kosten wurden Ihnen vor Abschluss der Bestellung angezeigt. Die vollständige Berechnung der zu leistenden Beträge im Zusammenhang mit dem Ratenkauf sowie sämtliche dazugehörige Informationen haben Sie bereits per Email an die bei der Bestellung angegebene Email-Adresse erhalten."
"billpay_date_pattern_day", "tt"
"billpay_date_pattern_month", "mm"
"billpay_date_pattern_year", "jjjj"
"billpay_fee_general", "Bestellgebühr"
"billpay_payment_method_changed", "Der Wechsel von oder zu einem Billpay Zahlung ist nicht erlaubt!"
